Id,invoice_date,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin
3933,18/03/2020,Women's Street Footwear,45.00 ,257,"11,565 ","5,320 ",46%
3934,31/03/2020,Women's Athletic Footwear,47.00 ,241,"11,327 ","5,324 ",47%
3935,17/04/2020,Men's Apparel,54.00 ,270,"14,580 ","6,561 ",45%
3936,18/04/2020,Women's Apparel,62.00 ,290,"17,980 ","6,653 ",37%
3937,19/04/2020,Men's Street Footwear,56.00 ,360,"20,160 ","12,499 ",62%
3938,20/04/2020,Men's Athletic Footwear,50.00 ,270,"13,500 ","5,940 ",44%
3939,21/04/2020,Women's Street Footwear,47.00 ,268,"12,596 ","5,920 ",47%
3940,22/04/2020,Women's Athletic Footwear,47.00 ,252,"11,844 ","5,448 ",46%
3941,23/04/2020,Men's Apparel,58.00 ,252,"14,616 ","5,846 ",40%
3942,24/04/2020,Women's Apparel,59.00 ,280,"16,520 ","6,608 ",40%
3943,25/04/2020,Men's Apparel,64.00 ,236,"15,104 ","6,344 ",42%
3944,26/04/2020,Women's Apparel,68.00 ,290,"19,720 ","7,494 ",38%
3945,27/04/2020,Men's Street Footwear,60.00 ,299,"17,940 ","10,764 ",60%
3946,28/04/2020,Men's Athletic Footwear,53.00 ,273,"14,469 ","6,222 ",43%
3947,29/04/2020,Women's Street Footwear,52.00 ,258,"13,416 ","6,440 ",48%
3948,30/04/2020,Women's Athletic Footwear,50.00 ,252,"12,600 ","6,174 ",49%
3949,01/05/2020,Men's Apparel,64.00 ,254,"16,256 ","6,828 ",42%
3950,02/05/2020,Women's Apparel,66.00 ,263,"17,358 ","6,422 ",37%
3951,03/05/2020,Men's Street Footwear,62.00 ,312,"19,344 ","12,380 ",64%
3952,04/05/2020,Men's Athletic Footwear,51.00 ,300,"15,300 ","6,426 ",42%
3953,05/05/2020,Women's Street Footwear,54.00 ,285,"15,390 ","7,233 ",47%
3954,06/05/2020,Women's Athletic Footwear,54.00 ,225,"12,150 ","5,589 ",46%
3955,07/05/2020,Men's Apparel,60.00 ,261,"15,660 ","6,734 ",43%
3956,18/07/2020,Women's Apparel,68.00 ,290,"19,720 ","6,902 ",35%
3957,19/07/2020,Men's Street Footwear,24.00 ,234,"5,616 ","2,640 ",47%
3958,20/07/2020,Men's Athletic Footwear,34.00 ,225,"7,650 ","3,749 ",49%
3959,21/07/2020,Women's Street Footwear,33.00 ,210,"6,930 ","3,188 ",46%
3960,22/07/2020,Women's Athletic Footwear,34.00 ,175,"5,950 ","3,273 ",55%
3961,23/07/2020,Men's Apparel,36.00 ,154,"5,544 ","2,384 ",43%
3962,24/07/2020,Women's Apparel,34.00 ,203,"6,902 ","4,417 ",64%
3963,25/07/2020,Men's Street Footwear,23.00 ,213,"4,899 ","2,450 ",50%
3964,26/07/2020,Men's Athletic Footwear,33.00 ,255,"8,415 ","3,787 ",45%
3965,27/07/2020,Women's Street Footwear,32.00 ,176,"5,632 ","2,534 ",45%
3966,28/07/2020,Women's Athletic Footwear,34.00 ,175,"5,950 ","3,570 ",60%
3967,29/07/2020,Men's Apparel,38.00 ,125,"4,750 ","2,138 ",45%
3968,30/07/2020,Women's Apparel,34.00 ,196,"6,664 ","4,198 ",63%
3969,31/07/2020,Men's Street Footwear,29.00 ,254,"7,366 ","3,315 ",45%
3970,01/08/2020,Men's Athletic Footwear,39.00 ,236,"9,204 ","4,142 ",45%
3971,02/08/2020,Women's Street Footwear,32.00 ,182,"5,824 ","2,854 ",49%
3972,03/08/2020,Women's Athletic Footwear,37.00 ,174,"6,438 ","3,734 ",58%
3973,04/08/2020,Men's Apparel,41.00 ,125,"5,125 ","2,050 ",40%
3974,05/08/2020,Women's Apparel,39.00 ,189,"7,371 ","4,423 ",60%
3975,06/08/2020,Men's Street Footwear,27.00 ,234,"6,318 ","3,033 ",48%
3976,07/08/2020,Men's Athletic Footwear,38.00 ,225,"8,550 ","3,848 ",45%
3977,08/08/2020,Women's Street Footwear,34.00 ,203,"6,902 ","3,175 ",46%
3978,09/08/2020,Women's Athletic Footwear,36.00 ,163,"5,868 ","3,462 ",59%
3979,10/08/2020,Men's Apparel,42.00 ,147,"6,174 ","2,593 ",42%
3980,11/08/2020,Women's Apparel,39.00 ,232,"9,048 ","5,519 ",61%
3981,12/08/2020,Men's Street Footwear,29.00 ,268,"7,772 ","3,731 ",48%
3982,13/08/2020,Men's Athletic Footwear,38.00 ,259,"9,842 ","4,527 ",46%
3983,14/08/2020,Women's Street Footwear,33.00 ,225,"7,425 ","3,564 ",48%
3984,15/08/2020,Women's Athletic Footwear,39.00 ,189,"7,371 ","4,275 ",58%
3985,16/08/2020,Men's Apparel,42.00 ,168,"7,056 ","2,822 ",40%
3986,17/08/2020,Women's Apparel,37.00 ,276,"10,212 ","6,434 ",63%
3987,18/08/2020,Men's Street Footwear,39.00 ,238,"9,282 ","4,363 ",47%
3988,19/08/2020,Men's Athletic Footwear,42.00 ,238,"9,996 ","4,498 ",45%
3989,20/08/2020,Women's Street Footwear,37.00 ,232,"8,584 ","4,206 ",49%
3990,21/08/2020,Women's Athletic Footwear,38.00 ,203,"7,714 ","4,397 ",57%
3991,22/08/2020,Men's Apparel,41.00 ,169,"6,929 ","3,118 ",45%
3992,23/08/2020,Women's Apparel,47.00 ,250,"11,750 ","7,520 ",64%
3993,24/08/2020,Men's Street Footwear,37.00 ,238,"8,806 ","3,963 ",45%
3994,25/08/2020,Men's Athletic Footwear,42.00 ,238,"9,996 ","4,598 ",46%
3995,26/08/2020,Women's Street Footwear,37.00 ,319,"11,803 ","5,311 ",45%
3996,27/08/2020,Women's Athletic Footwear,36.00 ,210,"7,560 ","4,536 ",60%
3997,28/08/2020,Men's Apparel,41.00 ,196,"8,036 ","3,214 ",40%
3998,29/08/2020,Women's Apparel,47.00 ,293,"13,771 ","8,676 ",63%
3999,30/08/2020,Men's Street Footwear,37.00 ,268,"9,916 ","4,859 ",49%
4000,31/08/2020,Men's Athletic Footwear,41.00 ,259,"10,619 ","4,779 ",45%
4001,01/09/2020,Women's Street Footwear,39.00 ,297,"11,583 ","5,328 ",46%
4002,02/09/2020,Women's Athletic Footwear,38.00 ,189,"7,182 ","4,237 ",59%
4003,03/09/2020,Men's Apparel,41.00 ,169,"6,929 ","2,772 ",40%
4004,04/09/2020,Women's Apparel,46.00 ,225,"10,350 ","6,728 ",65%
4005,05/09/2020,Men's Street Footwear,44.00 ,255,"11,220 ","5,386 ",48%
4006,06/09/2020,Men's Athletic Footwear,41.00 ,213,"8,733 ","4,017 ",46%
4007,07/09/2020,Women's Street Footwear,46.00 ,234,"10,764 ","5,274 ",49%
4008,08/09/2020,Women's Athletic Footwear,47.00 ,181,"8,507 ","4,679 ",55%
4009,09/09/2020,Men's Apparel,44.00 ,175,"7,700 ","3,311 ",43%
4010,10/09/2020,Women's Apparel,50.00 ,213,"10,650 ","6,816 ",64%
4011,11/09/2020,Men's Street Footwear,44.00 ,240,"10,560 ","5,280 ",50%
4012,12/09/2020,Men's Athletic Footwear,43.00 ,216,"9,288 ","4,365 ",47%
4013,13/09/2020,Women's Street Footwear,48.00 ,188,"9,024 ","4,241 ",47%
4014,14/09/2020,Women's Athletic Footwear,45.00 ,168,"7,560 ","4,385 ",58%
4015,15/09/2020,Men's Apparel,42.00 ,150,"6,300 ","2,583 ",41%
4016,16/09/2020,Women's Apparel,53.00 ,210,"11,130 ","6,901 ",62%
4017,20/10/2020,Men's Street Footwear,43.00 ,234,"10,062 ","4,930 ",49%
4018,21/10/2020,Men's Athletic Footwear,43.00 ,243,"10,449 ","5,120 ",49%
4019,22/10/2020,Women's Street Footwear,47.00 ,206,"9,682 ","4,647 ",48%
4020,23/10/2020,Women's Athletic Footwear,48.00 ,203,"9,744 ","5,359 ",55%
4021,24/10/2020,Men's Apparel,42.00 ,195,"8,190 ","3,686 ",45%
4022,25/10/2020,Women's Apparel,51.00 ,247,"12,597 ","7,810 ",62%
4023,26/10/2020,Men's Street Footwear,41.00 ,238,"9,758 ","4,684 ",48%
4024,27/10/2020,Men's Athletic Footwear,44.00 ,285,"12,540 ","6,019 ",48%
4025,28/10/2020,Women's Street Footwear,47.00 ,255,"11,985 ","5,873 ",49%
4026,29/10/2020,Women's Athletic Footwear,47.00 ,182,"8,554 ","4,961 ",58%
4027,30/10/2020,Men's Apparel,42.00 ,169,"7,098 ","3,194 ",45%
4028,31/10/2020,Women's Apparel,53.00 ,261,"13,833 ","8,576 ",62%
4029,01/11/2020,Men's Street Footwear,37.00 ,209,"7,733 ","3,480 ",45%
4030,02/11/2020,Men's Athletic Footwear,49.00 ,194,"9,506 ","2,947 ",31%
4031,03/11/2020,Women's Street Footwear,46.00 ,217,"9,982 ","4,492 ",45%
4032,04/11/2020,Women's Athletic Footwear,48.00 ,175,"8,400 ","3,360 ",40%
4033,05/11/2020,Men's Apparel,51.00 ,161,"8,211 ","5,173 ",63%
4034,06/11/2020,Women's Apparel,49.00 ,233,"11,417 ","2,854 ",25%
4035,07/11/2020,Men's Street Footwear,37.00 ,223,"8,251 ","4,126 ",50%
4036,08/11/2020,Men's Athletic Footwear,49.00 ,210,"10,290 ","3,190 ",31%
4037,09/11/2020,Women's Street Footwear,49.00 ,196,"9,604 ","4,706 ",49%
4038,10/11/2020,Women's Athletic Footwear,47.00 ,150,"7,050 ","2,961 ",42%
4039,11/11/2020,Men's Apparel,50.00 ,140,"7,000 ","4,270 ",61%
4040,12/11/2020,Women's Apparel,46.00 ,182,"8,372 ","2,344 ",28%
4041,13/11/2020,Men's Street Footwear,49.00 ,230,"11,270 ","5,072 ",45%
4042,14/11/2020,Men's Athletic Footwear,58.00 ,175,"10,150 ","3,045 ",30%
4043,15/11/2020,Women's Street Footwear,55.00 ,203,"11,165 ","5,248 ",47%
4044,22/12/2020,Women's Athletic Footwear,58.00 ,174,"10,092 ","4,340 ",43%
4045,23/12/2020,Men's Apparel,62.00 ,145,"8,990 ","5,664 ",63%
4046,24/12/2020,Women's Apparel,54.00 ,210,"11,340 ","3,062 ",27%
4047,25/12/2020,Men's Street Footwear,56.00 ,228,"12,768 ","6,001 ",47%
4048,26/12/2020,Men's Athletic Footwear,62.00 ,203,"12,586 ","3,776 ",30%
4049,27/12/2020,Women's Street Footwear,64.00 ,210,"13,440 ","6,720 ",50%
4050,28/12/2020,Women's Athletic Footwear,54.00 ,188,"10,152 ","4,162 ",41%
4051,29/12/2020,Men's Apparel,59.00 ,152,"8,968 ","5,829 ",65%
4052,30/12/2020,Women's Apparel,72.00 ,203,"14,616 ","3,946 ",27%
4053,31/12/2020,Men's Street Footwear,56.00 ,252,"14,112 ","7,056 ",50%
4054,01/01/2021,Men's Athletic Footwear,64.00 ,225,"14,400 ","5,184 ",36%
4055,02/01/2021,Women's Street Footwear,60.00 ,218,"13,080 ","6,671 ",51%
4056,03/01/2021,Women's Athletic Footwear,56.00 ,182,"10,192 ","4,586 ",45%
4057,04/01/2021,Men's Apparel,60.00 ,154,"9,240 ","6,098 ",66%
4058,05/01/2021,Women's Apparel,72.00 ,189,"13,608 ","4,491 ",33%
4059,06/01/2021,Men's Street Footwear,56.00 ,273,"15,288 ","7,644 ",50%
4060,07/01/2021,Men's Athletic Footwear,63.00 ,248,"15,624 ","5,781 ",37%
4061,08/01/2021,Women's Street Footwear,64.00 ,206,"13,184 ","7,251 ",55%
4062,09/01/2021,Women's Athletic Footwear,59.00 ,210,"12,390 ","6,071 ",49%
4063,10/01/2021,Men's Apparel,62.00 ,155,"9,610 ","6,343 ",66%
4064,11/01/2021,Women's Apparel,72.00 ,219,"15,768 ","5,519 ",35%
4065,12/01/2021,Men's Street Footwear,56.00 ,277,"15,512 ","6,980 ",45%
4066,13/01/2021,Men's Athletic Footwear,59.00 ,245,"14,455 ","4,915 ",34%
4067,14/01/2021,Women's Street Footwear,62.00 ,248,"15,376 ","7,073 ",46%
4068,15/01/2021,Women's Athletic Footwear,55.00 ,218,"11,990 ","4,796 ",40%
4069,16/01/2021,Men's Apparel,64.00 ,233,"14,912 ","9,544 ",64%
4070,17/01/2021,Women's Apparel,72.00 ,233,"16,776 ","4,865 ",29%
4071,18/01/2021,Men's Street Footwear,62.00 ,273,"16,926 ","7,786 ",46%
4072,19/01/2021,Men's Athletic Footwear,66.00 ,259,"17,094 ","5,128 ",30%
4073,20/01/2021,Women's Street Footwear,60.00 ,200,"12,000 ","5,640 ",47%
4074,21/01/2021,Women's Athletic Footwear,59.00 ,188,"11,092 ","4,548 ",41%
4075,22/01/2021,Men's Apparel,69.00 ,188,"12,972 ","7,913 ",61%
4076,23/01/2021,Women's Apparel,76.00 ,181,"13,756 ","3,439 ",25%
4077,24/01/2021,Men's Street Footwear,51.00 ,241,"12,291 ","5,162 ",42%
4078,25/01/2021,Men's Athletic Footwear,56.00 ,268,"15,008 ","4,202 ",28%
4079,26/01/2021,Women's Street Footwear,52.00 ,225,"11,700 ","4,680 ",40%
4080,27/01/2021,Women's Athletic Footwear,53.00 ,203,"10,759 ","3,766 ",35%
4081,28/01/2021,Men's Apparel,63.00 ,218,"13,734 ","7,966 ",58%
4082,29/01/2021,Women's Apparel,65.00 ,217,"14,105 ","3,385 ",24%
4083,30/01/2021,Men's Street Footwear,51.00 ,236,"12,036 ","5,416 ",45%
4084,31/01/2021,Men's Athletic Footwear,59.00 ,219,"12,921 ","3,747 ",29%
4085,01/02/2021,Women's Street Footwear,50.00 ,182,"9,100 ","3,822 ",42%
4086,02/02/2021,Women's Athletic Footwear,51.00 ,203,"10,353 ","3,727 ",36%
4087,03/02/2021,Men's Apparel,59.00 ,182,"10,738 ","6,228 ",58%
4088,04/02/2021,Women's Apparel,63.00 ,196,"12,348 ","2,840 ",23%
4089,05/02/2021,Men's Street Footwear,52.00 ,263,"13,676 ","6,017 ",44%
4090,06/02/2021,Men's Athletic Footwear,58.00 ,236,"13,688 ","3,422 ",25%
4091,07/02/2021,Women's Street Footwear,50.00 ,210,"10,500 ","4,200 ",40%
4092,08/02/2021,Women's Athletic Footwear,53.00 ,210,"11,130 ","4,452 ",40%
4093,09/02/2021,Men's Apparel,63.00 ,163,"10,269 ","5,853 ",57%
4094,10/02/2021,Women's Apparel,67.00 ,202,"13,534 ","2,842 ",21%
4095,11/02/2021,Men's Street Footwear,51.00 ,293,"14,943 ","5,977 ",40%
4096,12/02/2021,Men's Athletic Footwear,58.00 ,273,"15,834 ","4,275 ",27%
4097,13/02/2021,Women's Street Footwear,52.00 ,233,"12,116 ","4,846 ",40%
4098,14/02/2021,Women's Athletic Footwear,51.00 ,194,"9,894 ","3,958 ",40%
4099,15/02/2021,Men's Apparel,59.00 ,175,"10,325 ","6,195 ",60%
4100,16/02/2021,Women's Apparel,67.00 ,208,"13,936 ","3,205 ",23%
4101,17/02/2021,Men's Street Footwear,32.00 ,203,"6,496 ","3,313 ",51%
4102,18/02/2021,Men's Athletic Footwear,41.00 ,196,"8,036 ","2,893 ",36%
4103,09/03/2021,Women's Street Footwear,41.00 ,189,"7,749 ","4,029 ",52%
4104,10/03/2021,Women's Athletic Footwear,41.00 ,160,"6,560 ","3,214 ",49%
4105,11/03/2021,Men's Apparel,49.00 ,145,"7,105 ","4,689 ",66%
4106,12/03/2021,Women's Apparel,41.00 ,182,"7,462 ","2,313 ",31%
4107,13/03/2021,Men's Street Footwear,34.00 ,225,"7,650 ","4,055 ",53%
4108,14/03/2021,Men's Athletic Footwear,43.00 ,195,"8,385 ","3,354 ",40%
4109,15/03/2021,Women's Street Footwear,44.00 ,169,"7,436 ","3,718 ",50%
4110,16/03/2021,Women's Athletic Footwear,41.00 ,152,"6,232 ","3,054 ",49%
4111,17/03/2021,Men's Apparel,46.00 ,113,"5,198 ","3,535 ",68%
4112,18/03/2021,Women's Apparel,41.00 ,176,"7,216 ","2,165 ",30%
4113,19/03/2021,Men's Street Footwear,32.00 ,216,"6,912 ","3,456 ",50%
4114,20/03/2021,Men's Athletic Footwear,41.00 ,195,"7,995 ","2,798 ",35%
4115,21/03/2021,Women's Street Footwear,42.00 ,169,"7,098 ","3,904 ",55%
4116,22/03/2021,Women's Athletic Footwear,41.00 ,154,"6,314 ","2,841 ",45%
4117,23/03/2021,Men's Apparel,46.00 ,106,"4,876 ","3,316 ",68%
4118,06/04/2021,Women's Apparel,41.00 ,188,"7,708 ","2,698 ",35%
4119,07/04/2021,Men's Street Footwear,43.00 ,240,"10,320 ","5,160 ",50%
4120,08/04/2021,Men's Athletic Footwear,49.00 ,156,"7,644 ","2,752 ",36%
4121,09/04/2021,Women's Street Footwear,49.00 ,175,"8,575 ","4,716 ",55%
4122,10/04/2021,Women's Athletic Footwear,43.00 ,152,"6,536 ","3,203 ",49%
4123,11/04/2021,Men's Apparel,49.00 ,119,"5,831 ","3,848 ",66%
4124,12/04/2021,Women's Apparel,62.00 ,174,"10,788 ","3,560 ",33%
4125,13/04/2021,Men's Street Footwear,41.00 ,208,"8,528 ","4,435 ",52%
4126,14/04/2021,Men's Athletic Footwear,47.00 ,169,"7,943 ","2,780 ",35%
4127,15/04/2021,Women's Street Footwear,45.00 ,163,"7,335 ","3,814 ",52%
4128,16/04/2021,Women's Athletic Footwear,41.00 ,154,"6,314 ","3,031 ",48%
4129,17/04/2021,Men's Apparel,45.00 ,131,"5,895 ","3,832 ",65%
4130,18/04/2021,Women's Apparel,64.00 ,181,"11,584 ","3,591 ",31%
4131,19/04/2021,Men's Street Footwear,44.00 ,270,"11,880 ","6,534 ",55%
4132,20/04/2021,Men's Athletic Footwear,47.00 ,225,"10,575 ","3,701 ",35%
4133,21/04/2021,Women's Street Footwear,48.00 ,203,"9,744 ","5,359 ",55%
4134,22/04/2021,Women's Athletic Footwear,44.00 ,175,"7,700 ","3,696 ",48%
4135,23/04/2021,Men's Apparel,45.00 ,125,"5,625 ","3,881 ",69%
4136,24/04/2021,Women's Apparel,60.00 ,200,"12,000 ","3,720 ",31%
4137,25/04/2021,Men's Street Footwear,41.00 ,238,"9,758 ","4,977 ",51%
4138,26/04/2021,Men's Athletic Footwear,46.00 ,216,"9,936 ","3,776 ",38%
4139,27/04/2021,Women's Street Footwear,47.00 ,218,"10,246 ","5,328 ",52%
4140,28/04/2021,Women's Athletic Footwear,44.00 ,189,"8,316 ","3,992 ",48%
4141,29/04/2021,Men's Apparel,46.00 ,189,"8,694 ","5,738 ",66%
4142,30/04/2021,Women's Apparel,59.00 ,203,"11,977 ","3,593 ",30%
4143,01/05/2021,Men's Street Footwear,47.00 ,252,"11,844 ","6,159 ",52%
4144,02/05/2021,Men's Athletic Footwear,51.00 ,221,"11,271 ","4,508 ",40%
4145,03/05/2021,Women's Street Footwear,48.00 ,218,"10,464 ","5,337 ",51%
4146,04/05/2021,Women's Athletic Footwear,47.00 ,169,"7,943 ","3,813 ",48%
4147,05/05/2021,Men's Apparel,58.00 ,182,"10,556 ","7,073 ",67%
4148,06/05/2021,Women's Apparel,61.00 ,189,"11,529 ","4,035 ",35%
4149,07/05/2021,Men's Street Footwear,47.00 ,213,"10,011 ","5,406 ",54%
4150,08/05/2021,Men's Athletic Footwear,50.00 ,247,"12,350 ","4,570 ",37%
4151,09/05/2021,Women's Street Footwear,46.00 ,196,"9,016 ","4,508 ",50%
4152,10/05/2021,Women's Athletic Footwear,46.00 ,176,"8,096 ","4,048 ",50%
4153,11/05/2021,Men's Apparel,58.00 ,163,"9,454 ","6,334 ",67%
4154,12/05/2021,Women's Apparel,59.00 ,189,"11,151 ","3,457 ",31%
4155,13/05/2021,Men's Street Footwear,49.00 ,224,"10,976 ","5,488 ",50%
4156,14/05/2021,Men's Athletic Footwear,51.00 ,232,"11,832 ","4,260 ",36%
4157,15/05/2021,Women's Street Footwear,49.00 ,176,"8,624 ","4,398 ",51%
4158,16/05/2021,Women's Athletic Footwear,48.00 ,175,"8,400 ","3,780 ",45%
4159,17/05/2021,Men's Apparel,56.00 ,174,"9,744 ","6,626 ",68%
4160,18/05/2021,Women's Apparel,62.00 ,176,"10,912 ","3,819 ",35%
4161,19/05/2021,Men's Street Footwear,49.00 ,231,"11,319 ","5,660 ",50%
4162,20/05/2021,Men's Athletic Footwear,54.00 ,215,"11,610 ","4,412 ",38%
4163,21/05/2021,Women's Street Footwear,47.00 ,169,"7,943 ","3,972 ",50%
4164,22/05/2021,Women's Athletic Footwear,47.00 ,176,"8,272 ","3,722 ",45%
4165,23/05/2021,Men's Apparel,55.00 ,174,"9,570 ","6,603 ",69%
4166,24/05/2021,Women's Apparel,59.00 ,189,"11,151 ","3,791 ",34%
4167,25/05/2021,Men's Street Footwear,49.00 ,225,"11,025 ","5,623 ",51%
4168,26/05/2021,Men's Athletic Footwear,50.00 ,243,"12,150 ","4,617 ",38%
4169,27/05/2021,Women's Street Footwear,46.00 ,182,"8,372 ","4,521 ",54%
4170,28/05/2021,Women's Athletic Footwear,49.00 ,210,"10,290 ","5,145 ",50%
4171,29/05/2021,Men's Apparel,55.00 ,156,"8,580 ","5,577 ",65%
4172,30/05/2021,Women's Apparel,59.00 ,196,"11,564 ","4,047 ",35%
4173,31/05/2021,Men's Street Footwear,44.00 ,124,"5,456 ","2,837 ",52%
4174,01/06/2021,Men's Athletic Footwear,41.00 ,77,"3,157 ","1,452 ",46%
4175,02/06/2021,Women's Street Footwear,32.00 ,83,"2,656 ","1,248 ",47%
4176,03/06/2021,Women's Athletic Footwear,37.00 ,34,"1,258 ",654 ,52%
4177,04/06/2021,Men's Apparel,53.00 ,47,"2,491 ","1,221 ",49%
4178,05/06/2021,Women's Apparel,41.00 ,69,"2,829 ","1,697 ",60%
4179,06/06/2021,Men's Street Footwear,44.00 ,158,"6,952 ","3,546 ",51%
4180,07/06/2021,Men's Athletic Footwear,43.00 ,51,"2,193 ","1,031 ",47%
4181,08/06/2021,Women's Street Footwear,32.00 ,61,"1,952 ",898 ,46%
4182,09/06/2021,Women's Athletic Footwear,39.00 ,28,"1,092 ",579 ,53%
4183,10/06/2021,Men's Apparel,50.00 ,44,"2,200 ","1,034 ",47%
4184,11/06/2021,Women's Apparel,43.00 ,77,"3,311 ","2,152 ",65%
4185,12/06/2021,Men's Street Footwear,47.00 ,144,"6,768 ","3,722 ",55%
4186,13/06/2021,Men's Athletic Footwear,46.00 ,60,"2,760 ","1,325 ",48%
4187,14/06/2021,Women's Street Footwear,37.00 ,68,"2,516 ","1,132 ",45%
4188,15/06/2021,Women's Athletic Footwear,41.00 ,19,779 ,413 ,53%
4189,16/06/2021,Men's Apparel,56.00 ,38,"2,128 ","1,000 ",47%
4190,17/06/2021,Women's Apparel,45.00 ,63,"2,835 ","1,786 ",63%
4191,18/06/2021,Men's Street Footwear,48.00 ,122,"5,856 ","3,045 ",52%
4192,19/06/2021,Men's Athletic Footwear,48.00 ,44,"2,112 ",972 ,46%
4193,20/06/2021,Women's Street Footwear,36.00 ,42,"1,512 ",726 ,48%
4194,21/06/2021,Women's Athletic Footwear,44.00 ,20,880 ,440 ,50%
4195,22/06/2021,Men's Apparel,54.00 ,28,"1,512 ",711 ,47%
4196,23/06/2021,Women's Apparel,49.00 ,65,"3,185 ","1,911 ",60%
4197,24/06/2021,Men's Street Footwear,58.00 ,134,"7,772 ","4,197 ",54%
4198,25/06/2021,Men's Athletic Footwear,53.00 ,54,"2,862 ","1,288 ",45%
4199,26/06/2021,Women's Street Footwear,49.00 ,44,"2,156 ",992 ,46%
4200,27/06/2021,Women's Athletic Footwear,48.00 ,28,"1,344 ",712 ,53%
4201,28/06/2021,Men's Apparel,59.00 ,35,"2,065 ",950 ,46%
4202,29/06/2021,Women's Apparel,64.00 ,63,"4,032 ","2,419 ",60%
4203,30/06/2021,Men's Street Footwear,46.00 ,135,"6,210 ","3,416 ",55%
4204,01/07/2021,Men's Athletic Footwear,43.00 ,63,"2,709 ","1,219 ",45%
4205,02/07/2021,Women's Street Footwear,39.00 ,54,"2,106 ",948 ,45%
4206,03/07/2021,Women's Athletic Footwear,38.00 ,47,"1,786 ",947 ,53%
4207,04/07/2021,Men's Apparel,46.00 ,51,"2,346 ","1,173 ",50%
4208,05/07/2021,Women's Apparel,51.00 ,105,"5,355 ","3,374 ",63%
4209,06/07/2021,Men's Street Footwear,47.00 ,161,"7,567 ","3,935 ",52%
4210,07/07/2021,Men's Athletic Footwear,43.00 ,81,"3,483 ","1,567 ",45%
4211,08/07/2021,Women's Street Footwear,36.00 ,65,"2,340 ","1,053 ",45%
4212,09/07/2021,Women's Athletic Footwear,39.00 ,50,"1,950 ","1,053 ",54%
4213,10/07/2021,Men's Apparel,47.00 ,56,"2,632 ","1,211 ",46%
4214,11/07/2021,Women's Apparel,54.00 ,120,"6,480 ","3,953 ",61%
4215,12/07/2021,Men's Street Footwear,49.00 ,149,"7,301 ","3,724 ",51%
4216,13/07/2021,Men's Athletic Footwear,41.00 ,94,"3,854 ","1,773 ",46%
4217,14/07/2021,Women's Street Footwear,38.00 ,75,"2,850 ","1,397 ",49%
4218,15/07/2021,Women's Athletic Footwear,37.00 ,63,"2,331 ","1,166 ",50%
4219,16/07/2021,Men's Apparel,49.00 ,50,"2,450 ","1,225 ",50%
4220,17/07/2021,Women's Apparel,50.00 ,94,"4,700 ","3,055 ",65%
4221,18/07/2021,Men's Street Footwear,47.00 ,135,"6,345 ","3,173 ",50%
4222,19/07/2021,Men's Athletic Footwear,41.00 ,84,"3,444 ","1,688 ",49%
4223,20/07/2021,Women's Street Footwear,36.00 ,60,"2,160 ","1,015 ",47%
4224,21/07/2021,Women's Athletic Footwear,36.00 ,44,"1,584 ",840 ,53%
4225,22/07/2021,Men's Apparel,49.00 ,49,"2,401 ","1,104 ",46%
4226,23/07/2021,Women's Apparel,53.00 ,73,"3,869 ","2,476 ",64%
4227,24/07/2021,Men's Street Footwear,56.00 ,115,"6,440 ","3,542 ",55%
4228,25/07/2021,Men's Athletic Footwear,49.00 ,75,"3,675 ","1,801 ",49%
4229,26/07/2021,Women's Street Footwear,48.00 ,39,"1,872 ",842 ,45%
4230,27/07/2021,Women's Athletic Footwear,47.00 ,33,"1,551 ",791 ,51%
4231,28/07/2021,Men's Apparel,56.00 ,33,"1,848 ",869 ,47%
4232,29/07/2021,Women's Apparel,60.00 ,65,"3,900 ","2,340 ",60%
4233,30/07/2021,Men's Street Footwear,55.00 ,112,"6,160 ","3,326 ",54%
4234,31/07/2021,Men's Athletic Footwear,46.00 ,65,"2,990 ","1,405 ",47%
4235,01/08/2021,Women's Street Footwear,48.00 ,49,"2,352 ","1,105 ",47%
4236,02/08/2021,Women's Athletic Footwear,46.00 ,53,"2,438 ","1,292 ",53%
4237,03/08/2021,Men's Apparel,56.00 ,41,"2,296 ","1,148 ",50%
4238,04/08/2021,Women's Apparel,61.00 ,65,"3,965 ","2,379 ",60%
4239,05/08/2021,Men's Street Footwear,57.00 ,150,"8,550 ","4,703 ",55%
4240,06/08/2021,Men's Athletic Footwear,46.00 ,75,"3,450 ","1,656 ",48%
4241,07/08/2021,Women's Street Footwear,46.00 ,75,"3,450 ","1,691 ",49%
4242,08/08/2021,Women's Athletic Footwear,49.00 ,54,"2,646 ","1,402 ",53%
4243,09/08/2021,Men's Apparel,59.00 ,58,"3,422 ","1,540 ",45%
4244,10/08/2021,Women's Apparel,64.00 ,81,"5,184 ","3,266 ",63%
4245,11/08/2021,Men's Street Footwear,20.00 ,189,"3,780 ","1,512 ",40%
4246,12/08/2021,Men's Athletic Footwear,28.00 ,196,"5,488 ","2,195 ",40%
4247,13/08/2021,Women's Street Footwear,27.00 ,158,"4,266 ","1,749 ",41%
4248,14/08/2021,Women's Athletic Footwear,34.00 ,152,"5,168 ","2,636 ",51%
4249,15/08/2021,Men's Apparel,37.00 ,94,"3,478 ","1,217 ",35%
4250,16/08/2021,Women's Apparel,33.00 ,147,"4,851 ","2,668 ",55%
